Z score	P-value
-9.00	0.00000000000000000011
-8.99	0.00000000000000000012
-8.98	0.00000000000000000014
-8.97	0.00000000000000000015
-8.96	0.00000000000000000016
-8.95	0.00000000000000000018
-8.94	0.00000000000000000019
-8.93	0.00000000000000000021
-8.92	0.00000000000000000023
-8.91	0.00000000000000000026
-8.90	0.00000000000000000028
-8.89	0.00000000000000000031
-8.88	0.00000000000000000033
-8.87	0.00000000000000000037
-8.86	0.00000000000000000040
-8.85	0.00000000000000000044
-8.84	0.00000000000000000048
-8.83	0.00000000000000000052
-8.82	0.00000000000000000057
-8.81	0.00000000000000000063
-8.80	0.00000000000000000068
-8.79	0.00000000000000000075
-8.78	0.00000000000000000082
-8.77	0.00000000000000000089
-8.76	0.00000000000000000098
-8.75	0.00000000000000000107
-8.74	0.00000000000000000117
-8.73	0.00000000000000000127
-8.72	0.00000000000000000139
-8.71	0.00000000000000000152
-8.70	0.00000000000000000166
-8.69	0.00000000000000000181
-8.68	0.00000000000000000198
-8.67	0.00000000000000000216
-8.66	0.00000000000000000236
-8.65	0.00000000000000000257
-8.64	0.00000000000000000281
-8.63	0.00000000000000000307
-8.62	0.00000000000000000335
-8.61	0.00000000000000000365
-8.60	0.00000000000000000399
-8.59	0.00000000000000000435
-8.58	0.00000000000000000474
-8.57	0.00000000000000000517
-8.56	0.00000000000000000564
-8.55	0.00000000000000000615
-8.54	0.00000000000000000671
-8.53	0.00000000000000000732
-8.52	0.00000000000000000798
-8.51	0.00000000000000000870
-8.50	0.00000000000000000948
-8.49	0.00000000000000001033
-8.48	0.00000000000000001126
-8.47	0.00000000000000001227
-8.46	0.00000000000000001337
-8.45	0.00000000000000001457
-8.44	0.00000000000000001587
-8.43	0.00000000000000001728
-8.42	0.00000000000000001882
-8.41	0.00000000000000002050
-8.40	0.00000000000000002232
-8.39	0.00000000000000002431
-8.38	0.00000000000000002646
-8.37	0.00000000000000002881
-8.36	0.00000000000000003136
-8.35	0.00000000000000003413
-8.34	0.00000000000000003715
-8.33	0.00000000000000004042
-8.32	0.00000000000000004398
-8.31	0.00000000000000004785
-8.30	0.00000000000000005206
-8.29	0.00000000000000005662
-8.28	0.00000000000000006159
-8.27	0.00000000000000006698
-8.26	0.00000000000000007284
-8.25	0.00000000000000007920
-8.24	0.00000000000000008611
-8.23	0.00000000000000009361
-8.22	0.00000000000000010175
-8.21	0.00000000000000011059
-8.20	0.00000000000000012019
-8.19	0.00000000000000013061
-8.18	0.00000000000000014192
-8.17	0.00000000000000015419
-8.16	0.00000000000000016751
-8.15	0.00000000000000018196
-8.14	0.00000000000000019764
-8.13	0.00000000000000021465
-8.12	0.00000000000000023309
-8.11	0.00000000000000025310
-8.10	0.00000000000000027480
-8.09	0.00000000000000029832
-8.08	0.00000000000000032383
-8.07	0.00000000000000035149
-8.06	0.00000000000000038147
-8.05	0.00000000000000041397
-8.04	0.00000000000000044919
-8.03	0.00000000000000048736
-8.02	0.00000000000000052873
-8.01	0.00000000000000057354
-8.00	0.00000000000000062210
-7.99	0.00000000000000067469
-7.98	0.00000000000000073167
-7.97	0.00000000000000079337
-7.96	0.00000000000000086020
-7.95	0.00000000000000093256
-7.94	0.00000000000000101091
-7.93	0.00000000000000109573
-7.92	0.00000000000000118755
-7.91	0.00000000000000128694
-7.90	0.00000000000000139452
-7.89	0.00000000000000151093
-7.88	0.00000000000000163691
-7.87	0.00000000000000177321
-7.86	0.00000000000000192067
-7.85	0.00000000000000208019
-7.84	0.00000000000000225273
-7.83	0.00000000000000243935
-7.82	0.00000000000000264117
-7.81	0.00000000000000285940
-7.80	0.00000000000000309536
-7.79	0.00000000000000335046
-7.78	0.00000000000000362623
-7.77	0.00000000000000392431
-7.76	0.00000000000000424647
-7.75	0.00000000000000459463
-7.74	0.00000000000000497084
-7.73	0.00000000000000537733
-7.72	0.00000000000000581649
-7.71	0.00000000000000629089
-7.70	0.00000000000000680331
-7.69	0.00000000000000735675
-7.68	0.00000000000000795443
-7.67	0.00000000000000859982
-7.66	0.00000000000000929665
-7.65	0.00000000000001004897
-7.64	0.00000000000001086109
-7.63	0.00000000000001173769
-7.62	0.00000000000001268379
-7.61	0.00000000000001370480
-7.60	0.00000000000001480654
-7.59	0.00000000000001599527
-7.58	0.00000000000001727775
-7.57	0.00000000000001866121
-7.56	0.00000000000002015347
-7.55	0.00000000000002176291
-7.54	0.00000000000002349857
-7.53	0.00000000000002537016
-7.52	0.00000000000002738812
-7.51	0.00000000000002956368
-7.50	0.00000000000003190892
-7.49	0.00000000000003443681
-7.48	0.00000000000003716131
-7.47	0.00000000000004009741
-7.46	0.00000000000004326124
-7.45	0.00000000000004667012
-7.44	0.00000000000005034265
-7.43	0.00000000000005429884
-7.42	0.00000000000005856017
-7.41	0.00000000000006314971
-7.40	0.00000000000006809225
-7.39	0.00000000000007341441
-7.38	0.00000000000007914477
-7.37	0.00000000000008531402
-7.36	0.00000000000009195511
-7.35	0.00000000000009910343
-7.34	0.00000000000010679693
-7.33	0.00000000000011507637
-7.32	0.00000000000012398548
-7.31	0.00000000000013357119
-7.30	0.00000000000014388386
-7.29	0.00000000000015497751
-7.28	0.00000000000016691009
-7.27	0.00000000000017974375
-7.26	0.00000000000019354516
-7.25	0.00000000000020838582
-7.24	0.00000000000022434237
-7.23	0.00000000000024149702
-7.22	0.00000000000025993787
-7.21	0.00000000000027975939
-7.20	0.00000000000030106280
-7.19	0.00000000000032395661
-7.18	0.00000000000034855709
-7.17	0.00000000000037498883
-7.16	0.00000000000040338530
-7.15	0.00000000000043388950
-7.14	0.00000000000046665460
-7.13	0.00000000000050184464
-7.12	0.00000000000053963532
-7.11	0.00000000000058021477
-7.10	0.00000000000062378445
-7.09	0.00000000000067056000
-7.08	0.00000000000072077231
-7.07	0.00000000000077466849
-7.06	0.00000000000083251302
-7.05	0.00000000000089458896
-7.04	0.00000000000096119916
-7.03	0.00000000000103266769
-7.02	0.00000000000110934123
-7.01	0.00000000000119159062
-7.00	0.00000000000127981254
-6.99	0.00000000000137443122
-6.98	0.00000000000147590032
-6.97	0.00000000000158470493
-6.96	0.00000000000170136369
-6.95	0.00000000000182643106
-6.94	0.00000000000196049971
-6.93	0.00000000000210420310
-6.92	0.00000000000225821823
-6.91	0.00000000000242326852
-6.90	0.00000000000260012697
-6.89	0.00000000000278961940
-6.88	0.00000000000299262803
-6.87	0.00000000000321009521
-6.86	0.00000000000344302740
-6.85	0.00000000000369249943
-6.84	0.00000000000395965903
-6.83	0.00000000000424573163
-6.82	0.00000000000455202553
-6.81	0.00000000000487993728
-6.80	0.00000000000523095754
-6.79	0.00000000000560667724
-6.78	0.00000000000600879413
-6.77	0.00000000000643911979
-6.76	0.00000000000689958702
-6.75	0.00000000000739225778
-6.74	0.00000000000791933157
-6.73	0.00000000000848315436
-6.72	0.00000000000908622808
-6.71	0.00000000000973122070
-6.70	0.00000000001042097699
-6.69	0.00000000001115852985
-6.68	0.00000000001194711249
-6.67	0.00000000001279017124
-6.66	0.00000000001369137925
-6.65	0.00000000001465465098
-6.64	0.00000000001568415763
-6.63	0.00000000001678434351
-6.62	0.00000000001795994345
-6.61	0.00000000001921600120
-6.60	0.00000000002055788909
-6.59	0.00000000002199132880
-6.58	0.00000000002352241344
-6.57	0.00000000002515763099
-6.56	0.00000000002690388915
-6.55	0.00000000002876854174
-6.54	0.00000000003075941668
-6.53	0.00000000003288484568
-6.52	0.00000000003515369574
-6.51	0.00000000003757540253
-6.50	0.00000000004016000584
-6.49	0.00000000004291818709
-6.48	0.00000000004586130918
-6.47	0.00000000004900145869
-6.46	0.00000000005235149061
-6.45	0.00000000005592507576
-6.44	0.00000000005973675104
-6.43	0.00000000006380197267
-6.42	0.00000000006813717258
-6.41	0.00000000007275981823
-6.40	0.00000000007768847582
-6.39	0.00000000008294287741
-6.38	0.00000000008854399188
-6.37	0.00000000009451410013
-6.36	0.00000000010087687466
-6.35	0.00000000010765746385
-6.34	0.00000000011488258116
-6.33	0.00000000012258059953
-6.32	0.00000000013078165133
-6.31	0.00000000013951773404
-6.30	0.00000000014882282218
-6.29	0.00000000015873298558
-6.28	0.00000000016928651464
-6.27	0.00000000018052405273
-6.26	0.00000000019248873621
-6.25	0.00000000020522634252
-6.24	0.00000000021878544680
-6.23	0.00000000023321758739
-6.22	0.00000000024857744082
-6.21	0.00000000026492300680
-6.20	0.00000000028231580370
-6.19	0.00000000030082107512
-6.18	0.00000000032050800814
-6.17	0.00000000034144996395
-6.16	0.00000000036372472148
-6.15	0.00000000038741473467
-6.14	0.00000000041260740424
-6.13	0.00000000043939536471
-6.12	0.00000000046787678742
-6.11	0.00000000049815570042
-6.10	0.00000000053034232629
-6.09	0.00000000056455343860
-6.08	0.00000000060091273815
-6.07	0.00000000063955125011
-6.06	0.00000000068060774295
-6.05	0.00000000072422917051
-6.04	0.00000000077057113835
-6.03	0.00000000081979839564
-6.02	0.00000000087208535399
-6.01	0.00000000092761663457
-6.00	0.00000000098658764504
-5.99	0.00000000104920518783
-5.98	0.00000000111568810142
-5.97	0.00000000118626793623
-5.96	0.00000000126118966710
-5.95	0.00000000134071244409
-5.94	0.00000000142511038360
-5.93	0.00000000151467340192
-5.92	0.00000000160970809343
-5.91	0.00000000171053865557
-5.90	0.00000000181750786310
-5.89	0.00000000193097809418
-5.88	0.00000000205133241077
-5.87	0.00000000217897569616
-5.86	0.00000000231433585258
-5.85	0.00000000245786506181
-5.84	0.00000000261004111201
-5.83	0.00000000277136879409
-5.82	0.00000000294238137104
-5.81	0.00000000312364212393
-5.80	0.00000000331574597832
-5.79	0.00000000351932121517
-5.78	0.00000000373503127025
-5.77	0.00000000396357662660
-5.76	0.00000000420569680452
-5.75	0.00000000446217245390
-5.74	0.00000000473382755384
-5.73	0.00000000502153172492
-5.72	0.00000000532620265945
-5.71	0.00000000564880867557
-5.70	0.00000000599037140106
-5.69	0.00000000635196859327
-5.68	0.00000000673473710155
-5.67	0.00000000713987597922
-5.66	0.00000000756864975199
-5.65	0.00000000802239185066
-5.64	0.00000000850250821547
-5.63	0.00000000901048108070
-5.62	0.00000000954787294770
-5.61	0.00000001011633075554
-5.60	0.00000001071759025831
-5.59	0.00000001135348061903
-5.58	0.00000001202592923015
-5.57	0.00000001273696677129
-5.56	0.00000001348873251527
-5.55	0.00000001428347989392
-5.54	0.00000001512358233575
-5.53	0.00000001601153938808
-5.52	0.00000001694998313654
-5.51	0.00000001794168493584
-5.50	0.00000001898956246588
-5.49	0.00000002009668712817
-5.48	0.00000002126629179795
-5.47	0.00000002250177894826
-5.46	0.00000002380672916269
-5.45	0.00000002518491005445
-5.44	0.00000002664028560996
-5.43	0.00000002817702597603
-5.42	0.00000002979951771052
-5.41	0.00000003151237451707
-5.40	0.00000003332044848541
-5.39	0.00000003522884185983
-5.38	0.00000003724291935886
-5.37	0.00000003936832107074
-5.36	0.00000004161097594980
-5.35	0.00000004397711594004
-5.34	0.00000004647329075342
-5.33	0.00000004910638333126
-5.32	0.00000005188362601840
-5.31	0.00000005481261748093
-5.30	0.00000005790134039962
-5.29	0.00000006115817997228
-5.28	0.00000006459194325980
-5.27	0.00000006821187941183
-5.26	0.00000007202770080963
-5.25	0.00000007604960516485
-5.24	0.00000008028829861492
-5.23	0.00000008475501985679
-5.22	0.00000008946156536287
-5.21	0.00000009442031572439
-5.20	0.00000009964426316929
-5.19	0.00000010514704030350
-5.18	0.00000011094295012630
-5.17	0.00000011704699737258
-5.16	0.00000012347492123646
-5.15	0.00000013024322953315
-5.14	0.00000013736923435778
-5.13	0.00000014487108930245
-5.12	0.00000015276782829450
-5.11	0.00000016107940612207
-5.10	0.00000016982674071469
-5.09	0.00000017903175724976
-5.08	0.00000018871743415798
-5.07	0.00000019890785110363
-5.06	0.00000020962823901828
-5.05	0.00000022090503226945
-5.04	0.00000023276592304850
-5.03	0.00000024523991806526
-5.02	0.00000025835739763986
-5.01	0.00000027215017728546
-5.00	0.00000028665157187907
-4.99	0.00000030189646252072
-4.98	0.00000031792136618514
-4.97	0.00000033476450827347
-4.96	0.00000035246589817627
-4.95	0.00000037106740796317
-4.94	0.00000039061285431815
-4.93	0.00000041114808384375
-4.92	0.00000043272106186151
-4.91	0.00000045538196484053
-4.90	0.00000047918327659011
-4.89	0.00000050417988835731
-4.88	0.00000053042920297486
-4.87	0.00000055799124320954
-4.86	0.00000058692876446638
-4.85	0.00000061730737200892
-4.84	0.00000064919564286105
-4.83	0.00000068266525256136
-4.82	0.00000071779110694658
-4.81	0.00000075465147914604
-4.80	0.00000079332815197524
-4.79	0.00000083390656592254
-4.78	0.00000087647597292881
-4.77	0.00000092112959616673
-4.76	0.00000096796479603230
-4.75	0.00000101708324256825
-4.74	0.00000106859109454546
-4.73	0.00000112259918543567
-4.72	0.00000117922321651587
-4.71	0.00000123858395735192
-4.70	0.00000130080745391670
-4.69	0.00000136602524460553
-4.68	0.00000143437458441949
-4.67	0.00000150599867759548
-4.66	0.00000158104691896980
-4.65	0.00000165967514437072
-4.64	0.00000174204589034387
-4.63	0.00000182832866352334
-4.62	0.00000191870021997004
-4.61	0.00000201334485480844
-4.60	0.00000211245470250190
-4.59	0.00000221623004811655
-4.58	0.00000232487964993337
-4.57	0.00000243862107377833
-4.56	0.00000255768103945037
-4.55	0.00000268229577963765
-4.54	0.00000281271141172294
-4.53	0.00000294918432289019
-4.52	0.00000309198156895479
-4.51	0.00000324138128735193
-4.50	0.00000339767312472853
-4.49	0.00000356115867959596
-4.48	0.00000373215196051281
-4.47	0.00000391097986027894
-4.46	0.00000409798264663451
-4.45	0.00000429351446996993
-4.44	0.00000449794388856589
-4.43	0.00000471165441189510
-4.42	0.00000493504506253104
-4.41	0.00000516853095722182
-4.40	0.00000541254390770142
-4.39	0.00000566753304182419
-4.38	0.00000593396544562199
-4.37	0.00000621232682689872
-4.36	0.00000650312220098987
-4.35	0.00000680687659933099
-4.34	0.00000712413580149213
-4.33	0.00000745546709135177
-4.32	0.00000780146003809783
-4.31	0.00000816272730275939
-4.30	0.00000853990547098797
-4.29	0.00000893365591282299
-4.28	0.00000934466567019217
-4.27	0.00000977364837291317
-4.26	0.00001022134518397950
-4.25	0.00001068852577492960
-4.24	0.00001117598933211550
-4.23	0.00001168456559470220
-4.22	0.00001221511592524750
-4.21	0.00001276853441372920
-4.20	0.00001334574901590030
-4.19	0.00001394772272687500
-4.18	0.00001457545479086050
-4.17	0.00001522998194797100
-4.16	0.00001591237971907500
-4.15	0.00001662376372964470
-4.14	0.00001736529107359620
-4.13	0.00001813816171812270
-4.12	0.00001894361995054470
-4.11	0.00001978295586821510
-4.10	0.00002065750691253740
-4.09	0.00002156865944817090
-4.08	0.00002251785038851540
-4.07	0.00002350656886858500
-4.06	0.00002453635796639870
-4.05	0.00002560881647403000
-4.04	0.00002672560071948010
-4.03	0.00002788842644055140
-4.02	0.00002909907071191790
-4.01	0.00003035937392660450
-4.00	0.00003167124183310570
-3.99	0.00003303664762938760
-3.98	0.00003445763411503760
-3.97	0.00003593631590283770
-3.96	0.00003747488169105660
-3.95	0.00003907559659777000
-3.94	0.00004074080455853250
-3.93	0.00004247293078874220
-3.92	0.00004427448431205090
-3.91	0.00004614806055618820
-3.90	0.00004809634401758120
-3.89	0.00005012211099616590
-3.88	0.00005222823240179670
-3.87	0.00005441767663367540
-3.86	0.00005669351253423130
-3.85	0.00005905891241889620
-3.84	0.00006151715518322780
-3.83	0.00006407162948884600
-3.82	0.00006672583702965500
-3.81	0.00006948339587983420
-3.80	0.00007234804392508770
-3.79	0.00007532364237864970
-3.78	0.00007841417938355000
-3.77	0.00008162377370264970
-3.76	0.00008495667849795990
-3.75	0.00008841728520076460
-3.74	0.00009201012747406460
-3.73	0.00009573988526887200
-3.72	0.00009961138897587230
-3.71	0.00010362962367398500
-3.70	0.00010779973347734000
-3.69	0.00011212702598219700
-3.68	0.00011661697681531600
-3.67	0.00012127523428530400
-3.66	0.00012610762413843100
-3.65	0.00013112015442042600
-3.64	0.00013631902044574200
-3.63	0.00014171060987575700
-3.62	0.00014730150790740800
-3.61	0.00015309850257368800
-3.60	0.00015910859015746400
-3.59	0.00016533898072003700
-3.58	0.00017179710374585500
-3.57	0.00017849061390476900
-3.56	0.00018542739693319600
-3.55	0.00019261557563554800
-3.54	0.00020006351600723200
-3.53	0.00020777983348053000
-3.52	0.00021577339929462300
-3.51	0.00022405334699099400
-3.50	0.00023262907903542300
-3.49	0.00024151027356773000
-3.48	0.00025070689128042800
-3.47	0.00026022918242735300
-3.46	0.00027008769396335600
-3.45	0.00028029327681605500
-3.44	0.00029085709329061600
-3.43	0.00030179062460850500
-3.42	0.00031310567858106400
-3.41	0.00032481439741873700
-3.40	0.00033692926567673400
-3.39	0.00034946311833782000
-3.38	0.00036242914903288700
-3.37	0.00037584091839992000
-3.36	0.00038971236258186200
-3.35	0.00040405780186384600
-3.34	0.00041889194945018800
-3.33	0.00043422992038146700
-3.32	0.00045008724059192200
-3.31	0.00046647985610734800
-3.30	0.00048342414238356900
-3.29	0.00050093691378550600
-3.28	0.00051903543320674900
-3.27	0.00053773742182946400
-3.26	0.00055706106902438200
-3.25	0.00057702504239051800
-3.24	0.00059764849793415900
-3.23	0.00061895109038656900
-3.22	0.00064095298365978100
-3.21	0.00066367486143968300
-3.20	0.00068713793791555500
-3.19	0.00071136396864506100
-3.18	0.00073637526155361700
-3.17	0.00076219468806691100
-3.16	0.00078884569437523700
-3.15	0.00081635231282821400
-3.14	0.00084473917345826800
-3.13	0.00087403151563119500
-3.12	0.00090425519982195600
-3.11	0.00093543671951370300
-3.10	0.00096760321321794600
-3.09	0.00100078247661359000
-3.08	0.00103500297480241000
-3.07	0.00107029385467847000
-3.06	0.00110668495740878000
-3.05	0.00114420683102222000
-3.04	0.00118289074310391000
-3.03	0.00122276869359175000
-3.02	0.00126387342767177000
-3.01	0.00130623844876892000
-3.00	0.00134989803162953000
-2.99	0.00139488723549167000
-2.98	0.00144124191733941000
-2.97	0.00148899874523685000
-2.96	0.00153819521173742000
-2.95	0.00158886964736421000
-2.94	0.00164106123415631000
-2.93	0.00169481001927656000
-2.92	0.00175015692867537000
-2.91	0.00180714378080568000
-2.90	0.00186581330038326000
-2.89	0.00192620913218706000
-2.88	0.00198837585489350000
-2.87	0.00205235899493891000
-2.86	0.00211820504040375000
-2.85	0.00218596145491234000
-2.84	0.00225567669154140000
-2.83	0.00232740020673060000
-2.82	0.00240118247418827000
-2.81	0.00247707499878485000
-2.80	0.00255513033042689000
-2.79	0.00263540207790388000
-2.78	0.00271794492270015000
-2.77	0.00280281463276389000
-2.76	0.00289006807622497000
-2.75	0.00297976323505335000
-2.74	0.00307195921864925000
-2.73	0.00316671627735651000
-2.72	0.00326409581588999000
-2.71	0.00336416040666784000
-2.70	0.00346697380303927000
-2.69	0.00357260095239830000
-2.68	0.00368110800917350000
-2.67	0.00379256234768397000
-2.66	0.00390703257485121000
-2.65	0.00402458854275670000
-2.64	0.00414530136103439000
-2.63	0.00426924340908765000
-2.62	0.00439648834811956000
-2.61	0.00452711113296552000
-2.60	0.00466118802371690000
-2.59	0.00479879659712428000
-2.58	0.00494001575776869000
-2.57	0.00508492574898903000
-2.56	0.00523360816355373000
-2.55	0.00538614595406457000
-2.54	0.00554262344308043000
-2.53	0.00570312633294846000
-2.52	0.00586774171533026000
-2.51	0.00603655808041030000
-2.50	0.00620966532577371000
-2.49	0.00638715476494069000
-2.48	0.00656911913554420000
-2.47	0.00675565260713803000
-2.46	0.00694685078862162000
-2.45	0.00714281073526865000
-2.44	0.00734363095534551000
-2.43	0.00754941141630629000
-2.42	0.00776025355055065000
-2.41	0.00797626026073066000
-2.40	0.00819753592459299000
-2.39	0.00842418639934247000
-2.38	0.00865631902551324000
-2.37	0.00889404263033338000
-2.36	0.00913746753056919000
-2.35	0.00938670553483500000
-2.34	0.00964186994535468000
-2.33	0.00990307555916050000
-2.32	0.01017043866871580000
-2.31	0.01044407706194710000
-2.30	0.01072411002167180000
-2.29	0.01101065832440730000
-2.28	0.01130384423854860000
-2.27	0.01160379152189920000
-2.26	0.01191062541854260000
-2.25	0.01222447265504010000
-2.24	0.01254546143594190000
-2.23	0.01287372143859720000
-2.22	0.01320938380725140000
-2.21	0.01355258114641500000
-2.20	0.01390344751349350000
-2.19	0.01426211841066360000
-2.18	0.01462873077598390000
-2.17	0.01500342297372670000
-2.16	0.01538633478391980000
-2.15	0.01577760739108470000
-2.14	0.01617738337216020000
-2.13	0.01658580668359900000
-2.12	0.01700302264762660000
-2.11	0.01742917793765080000
-2.10	0.01786442056281010000
-2.09	0.01830889985165240000
-2.08	0.01876276643493100000
-2.07	0.01922617222751040000
-2.06	0.01969927040936990000
-2.05	0.02018221540569720000
-2.04	0.02067516286606270000
-2.03	0.02117826964266470000
-2.02	0.02169169376763910000
-2.01	0.02221559442942360000
-2.00	0.02275013194817120000
-1.99	0.02329546775020360000
-1.98	0.02385176434150020000
-1.97	0.02441918528021400000
-1.96	0.02499789514821170000
-1.95	0.02558805952162970000
-1.94	0.02618984494044360000
-1.93	0.02680341887704570000
-1.92	0.02742894970382740000
-1.91	0.02806660665976290000
-1.90	0.02871655981599200000
-1.89	0.02937898004039950000
-1.88	0.03005403896118960000
-1.87	0.03074190892945560000
-1.86	0.03144276298074220000
-1.85	0.03215677479560300000
-1.84	0.03288411865915300000
-1.83	0.03362496941961720000
-1.82	0.03437950244587870000
-1.81	0.03514789358402730000
-1.80	0.03593031911291410000
-1.79	0.03672695569871430000
-1.78	0.03753798034850460000
-1.77	0.03836357036285880000
-1.76	0.03920390328747000000
-1.75	0.04005915686380420000
-1.74	0.04092950897879430000
-1.73	0.04181513761358170000
-1.72	0.04271622079131540000
-1.71	0.04363293652401820000
-1.70	0.04456546275852900000
-1.69	0.04551397732153560000
-1.68	0.04647865786370560000
-1.67	0.04745968180293260000
-1.66	0.04845722626670790000
-1.65	0.04947146803363290000
-1.64	0.05050258347408830000
-1.63	0.05155074849007360000
-1.62	0.05261613845423610000
-1.61	0.05369892814810350000
-1.60	0.05479929169954150000
-1.59	0.05591740251945270000
-1.58	0.05705343323773720000
-1.57	0.05820755563853570000
-1.56	0.05937994059477550000
-1.55	0.06057075800204120000
-1.54	0.06178017671179380000
-1.53	0.06300836446396010000
-1.52	0.06425548781891710000
-1.51	0.06552171208889750000
-1.50	0.06680720126883880000
-1.49	0.06811211796670590000
-1.48	0.06943662333331190000
-1.47	0.07078087699166540000
-1.46	0.07214503696587340000
-1.45	0.07352925960962770000
-1.44	0.07493369953430610000
-1.43	0.07635850953671780000
-1.42	0.07780384052652480000
-1.41	0.07926984145337050000
-1.40	0.08075665923374880000
-1.39	0.08226443867764640000
-1.38	0.08379332241499140000
-1.37	0.08534345082194380000
-1.36	0.08691496194706150000
-1.35	0.08850799143737820000
-1.34	0.09012267246442830000
-1.33	0.09175913565025630000
-1.32	0.09341750899344700000
-1.31	0.09509791779521390000
-1.30	0.09680048458558490000
-1.29	0.09852532904972210000
-1.28	0.10027256795441600000
-1.27	0.10204231507479300000
-1.26	0.10383468112127400000
-1.25	0.10564977366682800000
-1.24	0.10748769707455900000
-1.23	0.10934855242566400000
-1.22	0.11123243744780600000
-1.21	0.11313944644394900000
-1.20	0.11506967022168000000
-1.19	0.11702319602308000000
-1.18	0.11900010745517100000
-1.17	0.12100048442098800000
-1.16	0.12302440305131300000
-1.15	0.12507193563712000000
-1.14	0.12714315056276700000
-1.13	0.12923811223998700000
-1.12	0.13135688104269900000
-1.11	0.13349951324271500000
-1.10	0.13566606094635000000
-1.09	0.13785657203200300000
-1.08	0.14007109008873600000
-1.07	0.14230965435590600000
-1.06	0.14457229966387600000
-1.05	0.14685905637586200000
-1.04	0.14916995033094700000
-1.03	0.15150500278830900000
-1.02	0.15386423037270000000
-1.01	0.15624764502121900000
-1.00	0.15865525393142100000
-0.99	0.16108705951079500000
-0.98	0.16354305932765600000
-0.97	0.16602324606349300000
-0.96	0.16852760746680100000
-0.95	0.17105612630844400000
-0.94	0.17360878033858700000
-0.93	0.17618554224522000000
-0.92	0.17878637961433300000
-0.91	0.18141125489175800000
-0.90	0.18406012534672000000
-0.89	0.18673294303713300000
-0.88	0.18942965477667200000
-0.87	0.19215020210365600000
-0.86	0.19489452125176800000
-0.85	0.19766254312265100000
-0.84	0.20045419326040800000
-0.83	0.20326939182802700000
-0.82	0.20610805358577100000
-0.81	0.20897008787155900000
-0.80	0.21185539858335400000
-0.79	0.21476388416359400000
-0.78	0.21769543758569000000
-0.77	0.22064994634260600000
-0.76	0.22362729243755500000
-0.75	0.22662735237682400000
-0.74	0.22964999716474600000
-0.73	0.23269509230085200000
-0.72	0.23576249777920600000
-0.71	0.23885206808994100000
-0.70	0.24196365222302700000
-0.69	0.24509709367426300000
-0.68	0.24825223045352400000
-0.67	0.25142889509526300000
-0.66	0.25462691467128900000
-0.65	0.25784611080581700000
-0.64	0.26108629969281300000
-0.63	0.26434729211562900000
-0.62	0.26762889346893400000
-0.61	0.27093090378295700000
-0.60	0.27425311775002400000
-0.59	0.27759532475341500000
-0.58	0.28095730889851400000
-0.57	0.28433884904627400000
-0.56	0.28773971884897700000
-0.55	0.29115968678829600000
-0.54	0.29459851621564700000
-0.53	0.29805596539482500000
-0.52	0.30153178754691500000
-0.51	0.30502573089746800000
-0.50	0.30853753872593500000
-0.49	0.31206694941733800000
-0.48	0.31561369651617000000
-0.47	0.31917750878250300000
-0.46	0.32275811025029500000
-0.45	0.32635522028786700000
-0.44	0.32996855366054000000
-0.43	0.33359782059540400000
-0.42	0.33724272684819500000
-0.41	0.34090297377226800000
-0.40	0.34457825838962100000
-0.39	0.34826827346396300000
-0.38	0.35197270757578200000
-0.37	0.35569124519939800000
-0.36	0.35942356678195300000
-0.35	0.36316934882432500000
-0.34	0.36692826396391600000
-0.33	0.37069998105929100000
-0.32	0.37448416527662400000
-0.31	0.37828047817792500000
-0.30	0.38208857781099100000
-0.29	0.38590811880106600000
-0.28	0.38973875244414600000
-0.27	0.39358012680190400000
-0.26	0.39743188679818300000
-0.25	0.40129367431701900000
-0.24	0.40516512830214700000
-0.23	0.40904588485793700000
-0.22	0.41293557735172800000
-0.21	0.41683383651750000000
-0.20	0.42074029056083900000
-0.19	0.42465456526514700000
-0.18	0.42857628409904100000
-0.17	0.43250506832490400000
-0.16	0.43644053710850900000
-0.15	0.44038230762969900000
-0.14	0.44432999519403500000
-0.13	0.44828321334538000000
-0.12	0.45224157397935800000
-0.11	0.45620468745762500000
-0.10	0.46017216272291200000
-0.09	0.46414360741476900000
-0.08	0.46811862798595400000
-0.07	0.47209682981942000000
-0.06	0.47607781734583400000
-0.05	0.48006119416156900000
-0.04	0.48404656314711000000
-0.03	0.48803352658582800000
-0.02	0.49202168628303900000
-0.01	0.49601064368531000000
0.00	0.49999999999994100000
